,annotations,posts_in_topic,char_count,reply_count,reads,readers_count,incoming_link_count,quote_count,score
5912,0,1,5001.0,0,9,8,5,0,71.8
5913,0,3,262.0,0,13,12,12,0,62.6
5914,0,3,9.0,1,12,11,2,0,17.4
5915,0,3,26.0,0,12,11,2,0,12.4
5916,0,4,1036.0,0,11,10,5,0,72.2
5917,0,4,801.0,1,8,7,0,0,51.6
5918,0,4,166.0,1,7,6,0,0,6.4
5919,0,4,176.0,0,6,5,1,0,6.2
5920,0,7,3613.0,1,24,23,80,0,559.8
5921,0,7,1017.0,0,23,22,0,0,19.6
5922,0,7,400.0,0,20,19,0,0,4.0
5923,0,7,1628.0,1,18,17,0,0,113.6
5924,0,7,243.0,1,17,16,0,1,38.4
5925,0,7,22.0,0,16,15,0,0,3.2
5926,0,7,858.0,0,16,15,0,0,3.2
5927,0,7,3815.0,0,20,19,13,0,68.8
5928,0,7,634.0,1,18,17,0,0,8.4
5929,0,7,736.0,1,18,17,0,0,8.4
5930,0,7,403.0,1,16,15,0,0,8.0
5931,0,7,710.0,0,14,13,0,0,2.6
5932,0,7,279.0,1,13,12,0,0,7.4
5933,0,7,948.0,0,12,11,0,0,47.2
5934,0,1,2686.0,0,13,12,9,0,77.6
5935,0,1,2371.0,0,9,8,24,0,121.8
5936,0,3,4543.0,0,12,11,12,0,62.4
5937,0,3,974.0,0,13,12,4,0,22.6
5938,0,3,19455.0,0,11,10,4,0,22.2
5939,0,4,1231.0,0,15,14,63,0,318.0
5940,0,4,134.0,1,14,13,7,0,57.8
5941,0,4,46.0,0,13,12,0,0,2.6
5942,0,4,4856.0,0,10,9,3,0,62.0
5943,0,1,5154.0,0,9,8,2,0,11.8
5944,0,1,2150.0,0,5,4,5,0,71.0
5945,6,9,5103.0,0,14,13,5,0,42.8
5946,0,9,628.0,1,14,13,0,0,7.8
5947,0,9,120.0,1,14,13,0,0,7.8
5948,0,9,162.0,0,14,13,0,0,2.8
5949,3,9,481.0,2,12,11,0,0,12.4
5950,1,9,520.0,0,12,11,0,0,2.4
5951,0,9,207.0,0,9,8,0,0,1.8
5952,0,9,94.0,0,8,7,0,0,1.6
5953,0,9,96.0,0,7,6,0,0,1.4
5954,0,4,2539.0,0,9,8,2,0,11.8
5955,0,4,179.0,0,8,7,0,0,1.6
5956,0,4,150.0,1,7,6,0,0,6.4
5957,0,4,340.0,0,7,6,0,0,1.4
5958,0,1,1120.0,0,5,4,1,0,6.0
5959,0,1,1716.0,0,5,4,0,0,1.0
5960,0,1,6249.0,0,10,9,0,0,2.0
5961,0,10,11059.0,0,16,15,6,0,33.2
5962,0,10,1152.0,1,10,9,0,0,7.0
5963,0,10,173.0,0,9,8,1,0,6.8
5964,0,10,482.0,1,9,8,0,0,6.8
5965,0,10,274.0,0,9,8,0,0,1.8
5966,0,10,455.0,1,8,7,0,0,6.6
5967,0,10,1002.0,0,9,8,0,0,1.8
5968,0,10,1227.0,0,9,8,0,0,46.8
5969,0,10,2393.0,0,9,8,0,0,1.8
5970,0,10,244.0,0,9,8,0,0,1.8
5971,2,6,3265.0,0,12,11,2,0,12.2
5972,0,6,386.0,1,8,7,0,0,6.4
5973,0,6,909.0,0,8,7,0,0,1.4
5974,0,6,220.0,1,6,5,0,0,6.2
5975,2,6,1451.0,0,7,6,1,0,6.4
5976,0,6,33.0,0,6,5,4,0,36.2
5977,0,2,325.0,0,9,8,9,0,46.8
5978,0,2,1336.0,0,9,8,2,0,11.8
5979,2,3,859.0,0,9,8,9,0,46.8
5980,0,3,362.0,0,8,7,0,0,1.6
5981,0,3,381.0,0,7,6,0,0,1.4
5982,0,3,1856.0,0,8,7,36,0,181.6
5983,0,3,883.0,0,6,5,0,0,1.2
5984,0,3,72.0,0,4,3,0,0,15.8
5985,0,3,909.0,0,5,4,0,0,16.0
5986,0,3,623.0,0,5,4,0,0,16.0
5987,0,3,73.0,0,6,5,0,0,1.2
5988,7,19,2259.0,0,8,7,16,0,81.6
5989,0,19,317.0,0,8,7,2,0,11.6
5990,2,19,315.0,0,8,7,2,0,11.6
5991,1,19,633.0,0,8,7,2,0,11.6
5992,0,19,54.0,0,6,5,2,0,11.2
5993,0,19,408.0,0,9,8,2,0,11.8
5994,1,19,876.0,1,8,7,2,0,16.6
5995,0,19,265.0,0,7,6,2,0,11.4
5996,0,19,225.0,1,7,6,2,0,16.4
5997,3,19,624.0,0,8,7,4,0,21.6
5998,0,19,178.0,1,7,6,2,0,16.4
5999,0,19,209.0,1,7,6,2,0,16.4
6000,3,19,2072.0,1,6,5,2,0,16.2
6001,0,19,903.0,0,7,6,2,0,11.4
6002,0,19,222.0,1,7,6,2,0,16.4
6003,0,19,71.0,0,6,5,2,0,11.2
6004,6,19,814.0,0,8,7,2,0,11.6
6005,0,19,148.0,1,8,7,2,0,16.6
6006,0,19,30.0,0,8,7,2,0,11.6
6007,0,4,534.0,0,11,10,5,0,27.2
6008,0,4,112.0,0,10,9,1,0,7.0
6009,0,4,342.0,0,9,8,1,0,6.8
6010,0,4,274.0,0,10,9,0,0,2.0
6011,0,1,3677.0,0,8,7,28,0,186.6
6012,10,20,3444.0,0,17,16,9,0,48.4
6013,3,20,1586.0,0,14,13,0,0,2.8
6014,8,20,6870.0,1,12,11,0,0,7.4
6015,0,20,191.0,0,11,10,0,0,2.2
6016,3,20,1168.0,1,12,11,0,0,7.4
6017,4,20,491.0,1,11,10,0,0,7.2
6018,1,20,381.0,1,11,10,0,0,7.2
6019,3,20,783.0,0,10,9,0,0,2.0
6020,3,20,792.0,2,10,9,0,0,12.0
6021,0,20,541.0,0,11,10,0,0,2.2
6022,5,20,38.0,0,10,9,0,0,2.0
6023,6,20,939.0,2,7,6,0,0,11.4
6024,0,20,419.0,0,9,8,0,0,1.8
6025,0,20,482.0,0,10,9,0,0,2.0
6026,0,20,1997.0,1,10,9,0,0,7.0
6027,0,20,1083.0,0,8,7,0,0,1.6
6028,0,20,1627.0,1,8,7,0,0,6.6
6029,0,20,2214.0,1,12,11,0,0,7.4
6030,0,20,814.0,0,9,8,0,0,1.8
6031,0,20,496.0,0,9,8,7,0,36.8
6032,7,6,7343.0,0,9,8,7,0,36.8
6033,2,6,1079.0,1,10,9,0,0,7.0
6034,1,6,388.0,0,9,8,0,0,1.8
6035,7,6,2311.0,0,8,7,0,0,1.6
6036,0,6,311.0,0,5,4,0,0,1.0
6037,0,6,2087.0,0,6,5,0,0,1.2
6038,0,1,2780.0,0,9,8,4,0,21.8
6039,0,13,3201.0,0,18,17,5,0,28.6
6040,0,13,5271.0,0,16,15,2,0,13.2
6041,0,13,685.0,1,13,12,0,0,7.6
6042,0,13,262.0,2,12,11,0,0,12.4
6043,0,13,335.0,2,11,10,0,0,12.2
6044,0,13,174.0,0,9,8,0,0,1.8
6045,0,13,843.0,1,8,7,0,0,6.6
6046,0,13,148.0,0,8,7,0,0,1.6
6047,0,13,970.0,1,9,8,0,0,6.8
6048,0,13,2252.0,1,9,8,0,0,6.8
6049,0,13,3588.0,1,9,8,0,0,6.8
6050,0,13,1469.0,1,9,8,0,0,6.8
6051,0,13,1806.0,0,10,9,0,0,2.0
6052,0,3,1379.0,0,5,4,3,0,16.0
6053,0,3,814.0,1,4,3,0,0,5.8
6054,0,3,190.0,0,3,2,1,0,5.6
6055,12,14,2342.0,0,6,5,17,0,101.2
6056,2,14,628.0,0,6,5,0,0,1.2
6057,5,14,613.0,1,5,4,0,0,66.0
6058,1,14,176.0,0,4,3,0,0,105.8
6059,3,14,664.0,0,5,4,0,0,16.0
6060,10,14,4549.0,1,4,3,0,0,5.8
6061,1,14,907.0,0,3,2,0,0,0.6
6062,2,14,953.0,1,3,2,0,0,5.6
6063,1,14,253.0,1,3,2,0,0,5.6
6064,1,14,239.0,1,4,3,0,0,5.8
6065,0,14,155.0,0,4,3,0,0,15.8
6066,0,14,631.0,0,4,3,0,0,0.8
6067,0,14,190.0,0,4,3,0,0,15.8
6068,0,14,45.0,0,3,2,0,0,0.6
6069,0,2,5214.0,0,10,9,10,0,142.0
6070,0,2,405.0,0,7,6,0,0,1.4
6071,9,9,2482.0,0,11,10,4,0,22.2
6072,0,9,546.0,2,9,8,0,0,11.8
6073,0,9,491.0,1,8,7,0,0,21.6
6074,2,9,269.0,0,7,6,0,0,1.4
6075,3,9,716.0,1,7,6,0,0,6.4
6076,4,9,418.0,0,6,5,0,0,1.2
6077,1,9,280.0,0,5,4,0,0,1.0
6078,0,9,346.0,1,5,4,0,0,6.0
6079,0,9,247.0,0,5,4,0,0,1.0
6080,5,9,3927.0,0,14,13,8,0,42.8
6081,2,9,173.0,1,10,9,2,0,17.0
6082,7,9,1336.0,1,11,10,2,0,17.2
6083,4,9,2371.0,1,10,9,2,0,17.0
6084,8,9,2456.0,0,10,9,2,0,12.0
6085,4,9,407.0,1,9,8,2,0,16.8
6086,3,9,469.0,0,10,9,2,0,12.0
6087,0,9,8227.0,1,11,10,2,0,17.2
6088,0,9,229.0,0,8,7,2,0,11.6
6089,0,1,1523.0,0,4,3,0,0,0.8
6090,0,3,1643.0,0,5,4,6,0,31.0
6091,0,3,56.0,0,5,4,0,0,1.0
6092,0,3,12.0,0,4,3,0,0,0.8
6093,0,1,6271.0,0,13,12,1,0,7.6
6094,0,1,3474.0,0,5,4,4,0,21.0
6095,0,3,1262.0,0,2,1,1,0,5.4
6096,0,3,226.0,0,7,6,0,0,1.4
6097,0,3,660.0,0,6,5,0,0,1.2
6098,0,1,4201.0,0,9,8,7,0,36.8
6099,0,2,5218.0,0,5,4,1,0,6.0
6100,0,2,100.0,0,4,3,0,0,0.8
6101,2,4,2588.0,0,7,6,1,0,6.4
6102,0,4,97.0,0,4,3,0,0,0.8
6103,0,4,119.0,1,3,2,0,0,5.6
6104,0,4,48.0,0,4,3,0,0,0.8
6105,18,2,6178.0,0,8,7,8,0,221.6
6106,1,2,457.0,0,6,5,0,0,1.2
6107,0,6,180.0,0,8,7,6,0,31.6
6108,0,6,30.0,0,8,7,2,0,11.6
6109,0,6,7.0,0,7,6,2,0,11.4
6110,0,6,1099.0,0,5,4,2,0,11.0
6111,0,6,188.0,0,5,4,2,0,11.0
6112,0,6,32.0,0,5,4,2,0,11.0
6113,28,12,6702.0,0,18,17,4,0,218.6
6114,1,12,402.0,0,16,15,0,0,3.2
6115,4,12,507.0,1,15,14,0,0,8.0
6116,1,12,293.0,1,14,13,0,0,7.8
6117,2,12,783.0,2,12,11,0,0,12.4
6118,1,12,661.0,0,13,12,0,0,2.6
6119,1,12,116.0,1,10,9,0,0,7.0
6120,2,12,608.0,1,9,8,0,0,6.8
6121,2,12,289.0,0,7,6,0,0,1.4
6122,3,12,274.0,1,8,7,0,0,6.6
6123,3,12,481.0,0,8,7,0,0,1.6
6124,1,12,1062.0,0,10,9,0,0,2.0
6125,0,1,2793.0,0,10,9,2,0,12.0
6126,7,6,6313.0,0,9,8,17,0,86.8
6127,0,6,179.0,0,7,6,0,0,1.4
6128,3,6,1208.0,0,9,8,0,0,1.8
6129,1,6,351.0,0,5,4,0,0,1.0
6130,0,6,25.0,0,6,5,0,0,1.2
6131,0,6,551.0,0,6,5,0,0,1.2
6132,3,2,1234.0,0,3,2,8,0,40.6
6133,0,2,476.0,0,4,3,0,0,0.8
6134,0,1,1139.0,0,6,5,5,0,26.2
6135,0,1,500.0,0,2,1,0,0,0.4
6136,0,1,1500.0,0,6,5,1,0,6.2
6137,0,1,2729.0,0,6,5,3,0,16.2
6138,0,1,7365.0,0,7,6,8,0,131.4
6139,0,2,101.0,0,2,1,0,0,0.4
6140,1,2,93.0,0,2,1,0,0,0.4
6141,9,12,3740.0,0,7,6,35,0,191.4
6142,2,12,318.0,1,8,7,0,0,6.6
6143,2,12,165.0,0,6,5,0,0,1.2
6144,0,12,417.0,0,4,3,0,0,0.8
6145,2,12,940.0,1,5,4,0,0,6.0
6146,2,12,945.0,0,4,3,0,0,0.8
6147,6,12,2067.0,0,4,3,0,0,0.8
6148,3,12,1567.0,0,4,3,5,0,25.8
6149,4,12,796.0,1,4,3,0,0,5.8
6150,3,12,1105.0,1,3,2,0,0,50.6
6151,0,12,2229.0,0,3,2,0,0,45.6
6152,0,12,814.0,0,3,2,0,0,45.6
6153,2,1,1836.0,0,9,8,3,0,16.8
6154,0,5,1536.0,0,3,2,7,0,35.6
6155,0,5,430.0,0,2,1,2,0,10.4
6156,0,5,422.0,0,2,1,2,0,10.4
6157,0,5,354.0,0,2,1,2,0,10.4
6158,0,5,332.0,0,2,1,2,0,10.4
6159,17,9,9256.0,0,7,6,10,0,51.4
6160,3,9,769.0,0,6,5,0,0,1.2
6161,0,9,255.0,0,6,5,0,0,1.2
6162,0,9,613.0,0,4,3,0,0,0.8
6163,0,9,133.0,0,4,3,0,0,0.8
6164,0,9,493.0,1,5,4,1,0,11.0
6165,0,9,66.0,0,3,2,0,0,0.6
6166,0,9,138.0,0,3,2,0,0,0.6
6167,0,9,46.0,0,3,2,0,0,0.6
6168,0,12,3560.0,0,13,12,2,0,12.6
6169,0,12,1375.0,1,8,7,0,0,6.6
6170,0,12,109.0,0,9,8,0,0,1.8
6171,0,12,202.0,0,8,7,0,0,1.6
6172,0,12,1822.0,1,3,2,0,0,5.6
6173,0,12,45.0,0,4,3,0,0,0.8
6174,0,12,2064.0,0,4,3,0,0,0.8
6175,0,12,860.0,1,4,3,0,0,5.8
6176,0,12,708.0,1,4,3,0,0,5.8
6177,0,12,1347.0,1,4,3,0,0,5.8
6178,0,12,822.0,0,3,2,0,0,0.6
6179,0,12,168.0,0,4,3,0,0,0.8
6180,2,4,351.0,0,2,1,0,0,0.4
6181,0,4,35.0,0,2,1,0,0,0.4
6182,0,4,719.0,0,1,0,0,0,0.2
6183,1,4,1313.0,0,1,0,0,0,0.2
6184,10,9,1772.0,0,5,4,0,0,1.0
6185,0,9,31.0,0,2,1,0,0,0.4
6186,1,9,399.0,0,2,1,0,0,0.4
6187,0,9,23.0,1,1,0,0,0,5.2
6188,0,9,19.0,1,2,1,0,0,5.4
6189,0,9,194.0,0,3,2,0,0,0.6
6190,0,9,58.0,1,2,1,0,0,5.4
6191,0,9,126.0,0,2,1,0,0,0.4
6192,0,9,261.0,0,2,1,0,0,0.4
6193,4,2,1283.0,0,2,1,0,0,0.4
6194,0,2,515.0,0,2,1,0,0,0.4
6195,3,6,4334.0,0,4,3,0,0,0.8
6196,1,6,513.0,1,4,3,0,0,5.8
6197,1,6,225.0,0,3,2,0,0,0.6
6198,0,6,122.0,0,3,2,0,0,0.6
6199,0,6,617.0,0,2,1,0,0,0.4
6200,5,6,1320.0,0,2,1,0,0,0.4
6201,1,2,240.0,0,4,3,4,0,20.8
6202,4,2,609.0,0,4,3,2,0,10.8
6203,9,5,5544.0,0,2,1,51,0,255.4
6204,5,5,1498.0,0,2,1,0,0,0.4
6205,0,5,194.0,0,2,1,0,0,0.4
6206,0,5,1452.0,1,1,0,0,0,5.2
6207,0,5,335.0,0,1,0,0,0,0.2
6208,1,1,1213.0,0,5,4,0,0,1.0
6209,9,4,12442.0,0,5,4,55,0,276.0
6210,0,4,561.0,0,3,2,0,0,0.6
6211,6,4,753.0,1,4,3,0,0,5.8
6212,0,4,181.0,0,2,1,0,0,0.4
6213,7,3,5106.0,0,11,10,46,0,232.2
6214,0,3,40.0,0,5,4,0,0,1.0
6215,1,3,242.0,0,6,5,0,0,1.2
6216,2,1,5685.0,0,9,8,5,0,26.8
6217,2,3,524.0,0,4,3,2,0,10.8
6218,0,3,398.0,0,4,3,0,0,0.8
6219,0,3,60.0,0,4,3,0,0,0.8
6220,3,12,796.0,0,7,6,6,0,31.4
6221,1,12,164.0,0,7,6,2,0,11.4
6222,0,12,143.0,0,6,5,2,0,11.2
6223,0,12,103.0,0,5,4,2,0,11.0
6224,0,12,110.0,1,6,5,2,0,16.2
6225,0,12,191.0,1,7,6,2,0,16.4
6226,0,12,347.0,1,6,5,2,0,16.2
6227,0,12,327.0,1,6,5,2,0,16.2
6228,0,12,60.0,0,6,5,2,0,11.2
6229,0,12,98.0,0,7,6,2,0,11.4
6230,0,12,2265.0,0,5,4,3,0,16.0
6231,0,12,66.0,0,6,5,2,0,11.2
6232,9,20,3784.0,0,13,12,5,0,27.6
6233,0,20,1438.0,0,7,6,0,0,1.4
6234,12,20,3085.0,2,8,7,1,0,16.6
6235,1,20,756.0,0,7,6,0,0,1.4
6236,1,20,281.0,0,7,6,0,0,1.4
6237,7,20,2233.0,2,7,6,0,0,11.4
6238,1,20,411.0,0,6,5,1,0,6.2
6239,0,20,259.0,0,6,5,0,0,1.2
6240,6,20,818.0,1,6,5,0,0,6.2
6241,4,20,2182.0,0,8,7,0,0,1.6
6242,4,20,727.0,1,7,6,0,0,6.4
6243,2,20,2577.0,1,5,4,0,0,6.0
6244,0,20,411.0,0,4,3,0,0,0.8
6245,0,20,1601.0,1,5,4,0,0,6.0
6246,0,20,1113.0,0,5,4,0,0,1.0
6247,0,20,1559.0,0,4,3,0,0,0.8
6248,0,20,516.0,1,4,3,0,0,5.8
6249,0,20,2487.0,1,3,2,0,0,5.6
6250,0,20,2316.0,0,4,3,0,0,0.8
6251,0,20,2154.0,0,3,2,0,0,0.6
6252,5,2,3338.0,0,10,9,1,0,7.0
6253,2,2,400.0,0,10,9,0,0,2.0
6254,6,1,2568.0,0,3,2,3,0,15.4
6255,5,9,1269.0,0,3,2,4,0,20.6
6256,1,9,1086.0,1,3,2,0,0,5.6
6257,1,9,147.0,1,3,2,0,0,5.6
6258,0,9,107.0,0,3,2,0,0,0.6
6259,3,9,433.0,0,3,2,0,0,0.6
6260,3,9,377.0,1,2,1,0,0,5.4
6261,4,9,329.0,1,2,1,0,0,5.4
6262,0,9,28.0,0,2,1,0,0,0.4
6263,2,9,1195.0,0,2,1,0,0,0.4
6264,15,2,3630.0,0,9,8,1,0,6.8
6265,0,2,791.0,0,7,6,0,0,1.4
6266,5,7,867.0,0,2,1,0,0,0.4
6267,0,7,1010.0,0,2,1,0,0,0.4
6268,3,7,1091.0,1,2,1,0,0,5.4
6269,0,7,858.0,1,1,0,0,0,5.2
6270,0,7,587.0,0,1,0,0,0,0.2
6271,6,7,1035.0,0,2,1,0,0,0.4
6272,0,7,1071.0,0,2,1,0,0,0.4
6273,4,1,1667.0,0,4,3,1,0,5.8
6274,3,1,4338.0,0,6,5,4,0,36.2
6275,0,15,1345.0,0,7,6,40,0,201.4
6276,0,15,605.0,0,4,3,2,0,10.8
6277,0,15,516.0,1,4,3,3,0,20.8
6278,0,15,60.0,0,4,3,2,0,10.8
6279,0,15,4230.0,1,5,4,2,0,16.0
6280,0,15,702.0,0,4,3,2,0,10.8
6281,0,15,140.0,0,3,2,2,0,10.6
6282,0,15,206.0,3,4,3,2,0,25.8
6283,0,15,1290.0,0,3,2,2,0,10.6
6284,0,15,135.0,0,4,3,2,0,10.8
6285,0,15,659.0,4,4,3,2,0,30.8
6286,0,15,284.0,0,3,2,2,0,10.6
6287,0,15,65.0,0,3,2,2,0,10.6
6288,0,15,1053.0,0,3,2,2,0,10.6
6289,0,15,295.0,0,3,2,2,0,10.6
6290,1,6,1241.0,0,5,4,0,0,1.0
6291,0,6,804.0,0,5,4,0,0,1.0
6292,0,6,58.0,1,5,4,0,0,6.0
6293,0,6,489.0,0,5,4,0,0,1.0
6294,0,6,61.0,0,4,3,0,0,0.8
6295,1,6,136.0,0,5,4,0,0,1.0
6296,8,6,12724.0,0,5,4,3,0,16.0
6297,9,6,2732.0,0,5,4,0,0,1.0
6298,2,6,781.0,1,4,3,0,0,5.8
6299,2,6,843.0,0,5,4,0,0,1.0
6300,0,6,4523.0,0,5,4,0,0,1.0
6301,13,6,5155.0,0,4,3,0,0,0.8
6302,4,2,716.0,0,3,2,8,0,40.6
6303,9,2,5570.0,1,3,2,2,0,15.6
6304,17,7,7749.0,0,10,9,2,0,12.0
6305,0,7,98.0,0,7,6,0,0,1.4
6306,1,7,734.0,1,8,7,0,0,6.6
6307,1,7,1022.0,0,7,6,0,0,1.4
6308,0,7,979.0,1,6,5,0,0,6.2
6309,0,7,121.0,0,5,4,0,0,1.0
6310,0,7,55.0,0,5,4,0,0,1.0
6311,5,1,8109.0,0,4,3,2,0,10.8
6312,7,3,12289.0,0,4,3,10,0,50.8
6313,4,3,667.0,0,3,2,0,0,0.6
6314,3,3,553.0,0,3,2,0,0,0.6
6315,4,5,2560.0,0,6,5,2,0,11.2
6316,0,5,619.0,1,6,5,0,0,6.2
6317,2,5,38.0,0,6,5,0,0,1.2
6318,8,5,1212.0,0,6,5,0,0,1.2
6319,4,5,1071.0,0,5,4,0,0,1.0
6320,14,11,3421.0,0,4,3,1,0,5.8
6321,0,11,329.0,0,4,3,0,0,0.8
6322,0,11,650.0,0,5,4,0,0,1.0
6323,0,11,1317.0,0,5,4,0,0,1.0
6324,4,11,1130.0,1,3,2,0,0,5.6
6325,4,11,305.0,0,2,1,0,0,0.4
6326,8,11,1511.0,1,3,2,0,0,5.6
6327,0,11,602.0,1,3,2,0,0,5.6
6328,2,11,437.0,0,2,1,0,0,0.4
6329,3,11,922.0,0,3,2,0,0,0.6
6330,1,11,817.0,0,2,1,0,0,0.4
6331,8,2,1275.0,0,10,9,3,0,62.0
6332,3,2,1254.0,0,10,9,0,0,2.0
6333,13,3,4484.0,0,6,5,3,0,16.2
6334,0,3,258.0,0,6,5,0,0,1.2
6335,4,3,984.0,0,5,4,0,0,1.0
6336,7,11,4581.0,0,10,9,5,0,42.0
6337,0,11,515.0,1,10,9,0,0,7.0
6338,0,11,330.0,0,9,8,0,0,16.8
6339,0,11,28.0,0,6,5,0,0,1.2
6340,0,11,163.0,0,6,5,0,0,1.2
6341,0,11,416.0,1,8,7,0,0,6.6
6342,0,11,112.0,0,6,5,0,0,1.2
6343,0,11,112.0,0,7,6,0,0,1.4
6344,0,11,5997.0,0,8,7,0,0,1.6
6345,0,11,595.0,0,10,9,0,0,2.0
6346,0,11,3841.0,0,8,7,2,0,11.6
6347,9,5,6498.0,0,4,3,2,0,10.8
6348,0,5,357.0,1,5,4,0,0,6.0
6349,4,5,1259.0,1,5,4,0,0,6.0
6350,0,5,740.0,0,4,3,0,0,0.8
6351,2,5,7.0,0,3,2,0,0,0.6
6352,5,4,1177.0,0,6,5,2,0,11.2
6353,0,4,698.0,0,5,4,0,0,1.0
6354,4,4,604.0,1,5,4,0,0,6.0
6355,0,4,309.0,0,5,4,1,0,6.0
6356,0,4,3467.0,0,5,4,2,0,11.0
6357,0,4,1230.0,0,3,2,0,0,0.6
6358,0,4,288.0,1,4,3,0,0,5.8
6359,0,4,140.0,0,3,2,0,0,0.6
6360,12,2,6650.0,0,2,1,4,0,20.4
6361,2,2,295.0,0,2,1,0,0,0.4
6362,6,4,1724.0,0,4,3,3,0,15.8
6363,1,4,206.0,0,4,3,0,0,0.8
6364,1,4,391.0,1,4,3,0,0,5.8
6365,0,4,413.0,0,2,1,0,0,0.4
6366,4,2,2009.0,0,4,3,12,0,60.8
6367,2,2,559.0,0,2,1,2,0,10.4
6368,0,1,3800.0,0,5,4,0,0,1.0
6369,28,13,12438.0,0,8,7,60,0,301.4
6370,14,13,3103.0,1,7,6,4,0,26.2
6371,6,13,1431.0,1,7,6,0,0,6.2
6372,2,13,385.0,0,7,6,0,0,1.2
6373,2,13,243.0,0,6,5,0,0,1.0
6374,6,13,1707.0,1,7,6,0,0,6.2
6375,3,13,692.0,0,6,5,1,0,6.0
6376,3,13,888.0,1,6,5,0,0,6.0
6377,5,13,788.0,0,7,6,0,0,1.2
6378,3,13,491.0,0,7,6,0,0,1.2
6379,3,13,222.0,0,8,7,0,0,1.4
6380,6,13,532.0,0,7,6,0,0,1.2
6381,0,13,122.0,0,7,6,0,0,1.2
6382,0,2,1726.0,0,5,4,5,0,26.0
6383,0,2,26.0,0,3,2,0,0,0.6
6384,3,3,5135.0,0,3,2,2,0,10.6
6385,0,3,623.0,1,3,2,0,0,5.6
6386,0,3,69.0,0,3,2,0,0,0.6
6387,5,17,2419.0,0,6,5,3,0,16.2
6388,0,17,276.0,1,7,6,0,0,6.4
6389,0,17,258.0,0,7,6,0,0,1.4
6390,0,17,363.0,1,6,5,0,0,6.2
6391,2,17,655.0,1,5,4,0,0,6.0
6392,1,17,512.0,1,4,3,0,0,5.8
6393,0,17,177.0,1,4,3,0,0,5.8
6394,0,17,34.0,1,3,2,0,0,5.6
6395,0,17,824.0,2,2,1,0,0,10.4
6396,1,17,695.0,0,3,2,0,0,0.6
6397,5,17,1633.0,1,3,2,0,0,5.6
6398,0,17,47.0,1,1,0,0,0,5.2
6399,0,17,799.0,1,2,1,0,0,5.4
6400,5,17,717.0,0,2,1,0,0,0.4
6401,1,17,423.0,0,2,1,0,0,0.4
6402,4,17,793.0,0,2,1,0,0,0.4
6403,0,17,80.0,0,2,1,0,0,0.4
6404,9,14,4374.0,0,10,9,619,0,3097.0
6405,5,14,61.0,1,7,6,0,0,6.4
6406,0,14,23.0,0,5,4,1,0,6.0
6407,2,14,254.0,1,4,3,0,0,5.8
6408,0,14,84.0,1,4,3,0,0,5.8
6409,2,14,1250.0,1,4,3,0,0,5.8
6410,1,14,21.0,0,3,2,0,0,0.6
6411,2,14,346.0,1,3,2,0,0,5.6
6412,0,14,239.0,0,3,2,0,0,0.6
6413,4,14,1602.0,1,2,1,0,0,5.4
6414,3,14,58.0,1,3,2,0,0,5.6
6415,2,14,522.0,1,3,2,0,0,5.6
6416,0,14,312.0,0,3,2,0,0,0.6
6417,0,14,1006.0,0,3,2,14,0,70.6
6418,3,7,688.0,0,3,2,4,0,20.6
6419,0,7,241.0,0,3,2,2,0,10.6
6420,0,7,67.0,0,2,1,2,0,10.4
6421,0,7,120.0,0,2,1,2,0,10.4
6422,1,7,234.0,1,2,1,2,0,15.4
6423,0,7,81.0,0,2,1,2,0,10.4
6424,0,7,541.0,0,2,1,2,0,10.4
6425,2,4,955.0,1,2,1,0,0,5.4
6426,2,4,614.0,0,2,1,0,0,0.4
6427,2,4,408.0,0,2,1,0,0,0.4
6428,0,4,180.0,0,1,0,0,0,0.2
6429,1,4,3588.0,0,2,1,3,0,15.4
6430,0,4,1884.0,1,1,0,0,0,5.2
6431,0,4,44.0,0,1,0,0,0,0.2
6432,0,4,102.0,0,1,0,0,0,0.2
6433,2,1,802.0,0,2,1,0,0,0.4
6434,1,1,89.0,0,2,1,0,0,0.4
6435,6,8,7865.0,0,7,6,5,0,26.4
6436,0,8,753.0,1,6,5,0,0,6.2
6437,5,8,2556.0,1,5,4,0,0,6.0
6438,0,8,150.0,1,1,0,0,0,5.2
6439,2,8,1235.0,2,2,1,0,0,10.4
6440,0,8,52.0,0,3,2,0,0,0.6
6441,1,8,70.0,0,3,2,0,0,15.6
6442,1,8,598.0,0,4,3,0,0,0.8
6443,2,7,1403.0,0,5,4,3,0,16.0
6444,1,7,244.0,0,6,5,0,0,1.2
6445,3,7,416.0,1,5,4,0,0,6.0
6446,0,7,32.0,0,4,3,0,0,0.8
6447,3,7,160.0,0,3,2,0,0,0.6
6448,1,7,267.0,0,2,1,0,0,0.4
6449,3,7,2860.0,0,2,1,0,0,0.4
6450,0,12,749.0,0,5,4,1,0,6.0
6451,0,12,74.0,1,3,2,1,0,10.6
6452,0,12,442.0,0,3,2,0,0,0.6
6453,0,12,195.0,1,3,2,0,0,5.6
6454,0,12,1436.0,1,3,2,0,0,5.6
6455,0,12,1242.0,1,3,2,0,0,5.6
6456,0,12,515.0,0,3,2,0,0,0.6
6457,0,12,585.0,2,2,1,0,0,10.4
6458,0,12,1473.0,1,3,2,0,0,5.6
6459,0,12,44.0,0,3,2,0,0,0.6
6460,0,12,594.0,0,3,2,0,0,0.6
6461,0,12,624.0,0,3,2,0,0,0.6
