,annotations,posts_in_topic,char_count,reply_count,reads,readers_count,incoming_link_count,quote_count,score,source_username,source_username
6622,6,9,2381.0,0,5,4,0,0,1.0,anon2963252076,anon2963252076
6623,6,9,2004.0,0,5,4,0,0,1.0,anon4272887081,anon4272887081
6624,0,9,794.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6625,6,9,2629.0,0,5,4,0,0,1.0,anon268282712,anon268282712
6626,7,9,1678.0,0,4,3,0,0,0.8,anon4111422714,anon4111422714
6627,4,9,1280.0,0,4,3,0,0,0.8,anon4111422714,anon4111422714
6628,4,9,1269.0,0,4,3,0,0,0.8,anon2963252076,anon2963252076
6629,3,1,952.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6630,9,6,2949.0,0,3,2,6,0,30.6,anon3310800596,anon3310800596
6631,2,6,984.0,0,2,1,0,0,0.4,anon2302785458,anon2302785458
6632,0,6,704.0,0,2,1,0,0,0.4,anon1059784218,anon1059784218
6633,0,6,529.0,0,1,0,0,0,0.2,anon360117346,anon360117346
6634,5,6,1485.0,0,1,0,0,0,0.2,anon3310800596,anon3310800596
6635,5,6,978.0,0,1,0,0,0,0.2,anon2853602155,anon2853602155
6636,0,3,551.0,0,3,2,6,0,30.6,anon241219415,anon241219415
6637,0,3,1599.0,0,2,1,3,0,15.4,anon360117346,anon360117346
6638,0,3,210.0,0,2,1,2,0,10.4,anon2302785458,anon2302785458
6639,0,5,7545.0,0,2,1,3,0,15.4,anon886748912,anon886748912
6640,0,5,1905.0,1,1,0,0,0,5.2,anon241219415,anon241219415
6641,0,5,1352.0,0,1,0,0,0,0.2,anon886748912,anon886748912
6642,0,5,839.0,0,1,0,0,0,0.2,anon360117346,anon360117346
6643,0,5,2992.0,0,1,0,0,0,0.2,anon886748912,anon886748912
6644,0,3,1346.0,0,3,2,0,0,0.6,anon241219415,anon241219415
6645,0,3,422.0,1,1,0,0,0,5.2,anon2302785458,anon2302785458
6646,0,3,24.0,0,1,0,0,0,0.2,anon241219415,anon241219415
6647,0,4,2889.0,0,2,1,460,0,2300.4,anon2302785458,anon2302785458
6648,0,4,959.0,1,2,1,2,0,15.4,anon241219415,anon241219415
6649,0,4,501.0,1,2,1,3,0,20.4,anon241219415,anon241219415
6650,0,4,133.0,0,1,0,2,0,10.2,anon2302785458,anon2302785458
6651,10,6,3907.0,0,4,3,0,0,0.8,anon1418005751,anon1418005751
6652,0,6,434.0,1,1,0,0,0,5.2,anon360117346,anon360117346
6653,0,6,196.0,1,2,1,0,0,5.4,anon1418005751,anon1418005751
6654,0,6,893.0,0,1,0,0,0,0.2,anon360117346,anon360117346
6655,5,6,728.0,0,2,1,0,0,0.4,anon2302785458,anon2302785458
6656,7,6,944.0,0,2,1,0,0,0.4,anon4293563082,anon4293563082
6657,4,3,606.0,0,4,3,1,0,5.6,anon2853602155,anon2853602155
6658,0,3,238.0,0,3,2,0,0,0.4,anon360117346,anon360117346
6659,2,3,867.0,0,3,2,0,0,0.4,anon2853602155,anon2853602155
6660,13,4,3191.0,0,4,3,0,0,0.6,anon3902277354,anon3902277354
6661,3,4,269.0,1,4,3,0,0,5.6,anon241219415,anon241219415
6662,3,4,462.0,0,3,2,0,0,0.4,anon125867087,anon125867087
6663,2,4,1018.0,0,3,2,0,0,0.4,anon1701558835,anon1701558835
6664,0,3,407.0,1,4,3,0,0,5.6,anon360117346,anon360117346
6665,2,3,814.0,1,3,2,0,0,5.4,anon1435925739,anon1435925739
6666,2,3,800.0,0,2,1,0,0,0.2,anon1701558835,anon1701558835
6667,7,12,2338.0,0,6,5,2,0,11.2,anon1397119185,anon1397119185
6668,1,12,1617.0,1,5,4,10,0,56.0,anon241219415,anon241219415
6669,1,12,779.0,0,4,3,0,0,0.8,anon1397119185,anon1397119185
6670,3,12,897.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6671,3,12,1240.0,0,4,3,0,0,0.8,anon750810289,anon750810289
6672,2,12,1107.0,1,4,3,0,0,5.8,anon2776858468,anon2776858468
6673,3,12,1100.0,0,4,3,0,0,0.8,anon241219415,anon241219415
6674,2,12,3176.0,1,4,3,0,0,5.8,anon404220934,anon404220934
6675,0,12,41.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6676,1,12,878.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6677,0,12,821.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6678,2,12,527.0,0,4,3,0,0,0.8,anon1701558835,anon1701558835
6679,0,7,175.0,0,4,3,0,0,0.8,anon567906217,anon567906217
6680,4,7,666.0,1,4,3,2,0,15.8,anon360117346,anon360117346
6681,2,7,390.0,0,4,3,1,0,5.8,anon125867087,anon125867087
6682,7,7,2773.0,1,4,3,0,0,5.8,anon241219415,anon241219415
6683,2,7,259.0,0,4,3,0,0,0.8,anon2302785458,anon2302785458
6684,2,7,573.0,0,3,2,0,0,0.6,anon504435839,anon504435839
6685,3,7,685.0,0,1,0,1,0,5.2,anon1701558835,anon1701558835
6686,5,3,711.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6687,1,3,278.0,0,4,3,0,0,0.8,anon2751550348,anon2751550348
6688,1,3,235.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6689,12,3,5140.0,0,5,4,2,0,11.0,anon2923481373,anon2923481373
6690,3,3,690.0,0,3,2,0,0,0.6,anon3402179560,anon3402179560
6691,1,3,160.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6692,10,20,4583.0,0,5,4,4,0,21.0,anon2959042638,anon2959042638
6693,0,20,949.0,1,4,3,0,0,5.8,anon360117346,anon360117346
6694,3,20,2047.0,1,3,2,0,0,5.6,anon2959042638,anon2959042638
6695,0,20,1113.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6696,3,20,642.0,1,3,2,0,0,5.6,anon93982648,anon93982648
6697,0,20,648.0,0,2,1,0,0,0.4,anon2959042638,anon2959042638
6698,3,20,870.0,1,2,1,0,0,5.4,anon241219415,anon241219415
6699,5,20,1798.0,1,2,1,0,0,5.4,anon2959042638,anon2959042638
6700,4,20,1757.0,1,3,2,0,0,5.6,anon2302785458,anon2302785458
6701,3,20,1297.0,0,2,1,0,0,0.4,anon2959042638,anon2959042638
6702,1,20,49.0,0,3,2,0,0,0.6,anon3860978068,anon3860978068
6703,8,20,1758.0,2,2,1,1,0,15.4,anon1710601338,anon1710601338
6704,0,20,1075.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6705,0,20,257.0,0,1,0,0,0,0.2,anon2959042638,anon2959042638
6706,9,20,1293.0,0,3,2,0,0,0.6,anon1710601338,anon1710601338
6707,0,20,1312.0,1,3,2,0,0,5.6,anon886748912,anon886748912
6708,0,20,187.0,1,1,0,0,0,5.2,anon2959042638,anon2959042638
6709,0,20,38.0,0,3,2,0,0,0.6,anon886748912,anon886748912
6710,0,20,647.0,1,3,2,0,0,5.6,anon1710601338,anon1710601338
6711,0,20,38.0,0,3,2,0,0,0.6,anon886748912,anon886748912
6712,10,9,6033.0,0,15,14,18,0,93.0,anon3402179560,anon3402179560
6713,2,9,1082.0,0,12,11,0,0,2.4,anon360117346,anon360117346
6714,1,9,58.0,1,12,11,1,0,12.4,anon3402179560,anon3402179560
6715,1,9,559.0,0,11,10,0,0,2.2,anon360117346,anon360117346
6716,1,9,1306.0,1,12,11,0,0,7.4,anon241219415,anon241219415
6717,0,9,529.0,0,11,10,0,0,2.2,anon590875709,anon590875709
6718,0,9,2008.0,2,9,8,0,0,11.8,anon3402179560,anon3402179560
6719,0,9,479.0,0,9,8,0,0,1.8,anon360117346,anon360117346
6720,0,9,421.0,0,8,7,0,0,1.6,anon590875709,anon590875709
6721,11,11,5810.0,0,4,3,31,0,155.8,anon1615768681,anon1615768681
6722,1,11,84.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6723,2,11,76.0,0,3,2,0,0,0.6,anon4104607014,anon4104607014
6724,2,11,309.0,0,3,2,0,0,0.6,anon2302785458,anon2302785458
6725,5,11,628.0,0,4,3,0,0,0.8,anon1615768681,anon1615768681
6726,4,11,1929.0,1,4,3,97,0,490.8,anon241219415,anon241219415
6727,1,11,213.0,2,5,4,0,0,11.0,anon1615768681,anon1615768681
6728,0,11,123.0,0,4,3,0,0,0.8,anon241219415,anon241219415
6729,0,11,297.0,0,5,4,0,0,1.0,anon590875709,anon590875709
6730,1,11,612.0,0,4,3,0,0,0.8,anon1615768681,anon1615768681
6731,1,11,475.0,0,4,3,1,0,5.8,anon1615768681,anon1615768681
6732,18,3,9942.0,0,3,2,7,0,35.6,anon3914287658,anon3914287658
6733,1,3,743.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6734,0,3,205.0,0,2,1,3,0,15.4,anon590875709,anon590875709
6735,0,2,4954.0,0,5,4,1,0,6.0,anon2302785458,anon2302785458
6736,0,2,559.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6737,0,5,1145.0,0,5,4,3,0,16.0,anon1435925739,anon1435925739
6738,0,5,902.0,0,5,4,0,0,1.0,anon241219415,anon241219415
6739,0,5,824.0,1,4,3,0,0,5.8,anon1435925739,anon1435925739
6740,0,5,1064.0,0,4,3,0,0,0.8,anon241219415,anon241219415
6741,0,5,211.0,0,3,2,0,0,0.6,anon1435925739,anon1435925739
6742,6,9,3216.0,0,6,5,14,0,71.2,anon3936698809,anon3936698809
6743,2,9,1210.0,0,6,5,0,0,1.2,anon241219415,anon241219415
6744,2,9,436.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6745,8,9,1693.0,1,3,2,0,0,5.6,anon1615768681,anon1615768681
6746,4,9,1520.0,0,3,2,0,0,0.6,anon590875709,anon590875709
6747,0,9,37.0,0,3,2,1,0,5.6,anon241219415,anon241219415
6748,5,9,2040.0,1,2,1,0,0,5.4,anon3936698809,anon3936698809
6749,0,9,80.0,0,3,2,0,0,0.6,anon241219415,anon241219415
6750,4,9,841.0,0,3,2,0,0,0.6,anon2302785458,anon2302785458
6751,0,2,4926.0,0,3,2,1,0,5.6,anon797389185,anon797389185
6752,0,2,1218.0,0,1,0,0,0,0.2,anon1435925739,anon1435925739
6753,0,6,2680.0,0,2,1,5,0,25.4,anon2302785458,anon2302785458
6754,0,6,317.0,0,1,0,2,0,10.2,anon360117346,anon360117346
6755,0,6,516.0,0,1,0,2,0,10.2,anon2302785458,anon2302785458
6756,0,6,586.0,1,1,0,2,0,15.2,anon2302785458,anon2302785458
6757,0,6,473.0,0,2,1,2,0,10.4,anon2302785458,anon2302785458
6758,0,6,319.0,0,2,1,2,0,10.4,anon241219415,anon241219415
6759,0,3,622.0,1,2,1,0,0,5.4,anon360117346,anon360117346
6760,0,3,89.0,1,2,1,0,0,5.4,anon3839741422,anon3839741422
6761,0,3,17.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6762,0,11,2170.0,0,7,6,13,0,81.4,anon2335351710,anon2335351710
6763,0,11,1422.0,0,5,4,2,0,11.0,anon360117346,anon360117346
6764,0,11,788.0,0,5,4,2,0,11.0,anon241219415,anon241219415
6765,0,11,216.0,1,6,5,2,0,16.2,anon1292466139,anon1292466139
6766,0,11,663.0,0,6,5,2,0,11.2,anon2302785458,anon2302785458
6767,0,11,1368.0,2,5,4,2,0,21.0,anon2302785458,anon2302785458
6768,0,11,104.0,0,4,3,2,0,10.8,anon797389185,anon797389185
6769,0,11,78.0,1,4,3,2,0,15.8,anon1292466139,anon1292466139
6770,0,11,383.0,1,4,3,2,0,15.8,anon2302785458,anon2302785458
6771,0,11,195.0,0,4,3,2,0,10.8,anon2302785458,anon2302785458
6772,0,11,378.0,0,4,3,2,0,10.8,anon797389185,anon797389185
6773,0,2,2466.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6774,0,2,522.0,0,1,0,0,0,0.2,anon360117346,anon360117346
6775,0,3,448.0,0,3,2,0,0,0.6,anon3887251462,anon3887251462
6776,0,3,2173.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6777,0,3,82.0,0,3,2,0,0,0.6,anon241219415,anon241219415
6778,0,1,5930.0,0,7,6,1,0,6.4,anon797389185,anon797389185
6779,0,1,4722.0,0,5,4,0,0,1.0,anon797389185,anon797389185
6780,0,1,13829.0,0,5,4,2,0,11.0,anon797389185,anon797389185
6781,0,1,14418.0,0,6,5,1,0,6.2,anon797389185,anon797389185
6782,0,1,8191.0,0,17,16,15,0,78.4,anon797389185,anon797389185
6783,0,1,5644.0,0,9,8,4,0,36.8,anon797389185,anon797389185
6784,0,1,6508.0,0,10,9,2,0,12.0,anon797389185,anon797389185
6785,0,4,532.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6786,0,4,182.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6787,0,4,2657.0,1,2,1,0,0,5.4,anon4040640257,anon4040640257
6788,0,4,1293.0,0,1,0,0,0,0.2,anon360117346,anon360117346
6789,0,10,7562.0,0,3,2,16,0,80.6,anon1182571628,anon1182571628
6790,0,10,1872.0,0,3,2,0,0,0.6,anon241219415,anon241219415
6791,0,10,688.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6792,0,10,1147.0,2,2,1,0,0,10.4,anon3402179560,anon3402179560
6793,0,10,77.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6794,0,10,31.0,0,2,1,0,0,0.4,anon241219415,anon241219415
6795,0,10,32.0,1,1,0,0,0,5.2,anon3402179560,anon3402179560
6796,0,10,780.0,0,2,1,0,0,0.4,anon241219415,anon241219415
6797,0,10,62.0,1,1,0,0,0,5.2,anon3402179560,anon3402179560
6798,0,10,716.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6799,5,6,7833.0,0,8,7,6,0,31.6,anon1648820241,anon1648820241
6800,0,6,403.0,1,5,4,0,0,6.0,anon1648820241,anon1648820241
6801,0,6,24.0,1,5,4,0,0,6.0,anon360117346,anon360117346
6802,0,6,54.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6803,0,6,1552.0,1,4,3,0,0,5.8,anon4040640257,anon4040640257
6804,0,6,59.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6805,0,10,5863.0,0,4,3,3,0,90.8,anon241219415,anon241219415
6806,0,10,653.0,0,3,2,0,0,0.6,anon567906217,anon567906217
6807,0,10,124.0,0,2,1,0,0,15.4,anon360117346,anon360117346
6808,0,10,120.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6809,0,10,235.0,0,3,2,0,0,0.6,anon3640972711,anon3640972711
6810,0,10,100.0,1,3,2,0,0,5.6,anon241219415,anon241219415
6811,0,10,656.0,1,3,2,0,0,5.6,anon3640972711,anon3640972711
6812,0,10,80.0,1,3,2,0,0,5.6,anon567906217,anon567906217
6813,0,10,44.0,1,2,1,0,0,5.4,anon360117346,anon360117346
6814,0,10,40.0,0,3,2,0,0,0.6,anon3640972711,anon3640972711
6815,0,1,4056.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6816,0,2,102.0,0,2,1,0,0,0.4,anon797389185,anon797389185
6817,0,2,645.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6818,5,12,4591.0,0,14,13,8,0,222.8,anon241219415,anon241219415
6819,0,12,96.0,0,11,10,0,0,2.2,anon125867087,anon125867087
6820,5,12,1946.0,1,10,9,0,0,157.0,anon2302785458,anon2302785458
6821,0,12,122.0,0,11,10,0,0,2.2,anon241219415,anon241219415
6822,1,12,491.0,0,10,9,0,0,2.0,anon360117346,anon360117346
6823,1,12,462.0,0,11,10,0,0,2.2,anon2975761471,anon2975761471
6824,2,12,231.0,1,10,9,0,0,7.0,anon241219415,anon241219415
6825,3,12,1547.0,1,10,9,0,0,7.0,anon2302785458,anon2302785458
6826,1,12,955.0,0,10,9,0,0,2.0,anon241219415,anon241219415
6827,0,12,527.0,1,10,9,0,0,7.0,anon2302785458,anon2302785458
6828,0,12,127.0,1,10,9,0,0,7.0,anon241219415,anon241219415
6829,0,12,204.0,0,10,9,0,0,2.0,anon2302785458,anon2302785458
6830,0,2,3900.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6831,0,2,,0,2,1,0,0,0.4,anon360117346,anon360117346
6832,3,9,2100.0,0,3,2,1,0,5.6,anon3402179560,anon3402179560
6833,1,9,408.0,2,3,2,0,0,10.6,anon360117346,anon360117346
6834,0,9,362.0,0,2,1,0,0,0.4,anon3402179560,anon3402179560
6835,0,9,245.0,1,3,2,0,0,5.6,anon1615768681,anon1615768681
6836,0,9,78.0,0,3,2,0,0,0.6,anon2170157554,anon2170157554
6837,1,9,50.0,0,3,2,0,0,0.6,anon241219415,anon241219415
6838,0,9,86.0,0,3,2,0,0,0.6,anon2170157554,anon2170157554
6839,3,9,989.0,1,2,1,0,0,5.4,anon3402179560,anon3402179560
6840,0,9,355.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6841,6,20,5007.0,0,4,3,2,0,10.8,anon797389185,anon797389185
6842,0,20,142.0,1,3,2,0,0,5.6,anon360117346,anon360117346
6843,0,20,348.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6844,4,20,1486.0,1,3,2,0,0,5.6,anon1276539076,anon1276539076
6845,4,20,814.0,1,3,2,0,0,5.6,anon797389185,anon797389185
6846,0,20,796.0,1,3,2,0,0,5.6,anon1276539076,anon1276539076
6847,0,20,155.0,0,2,1,0,0,0.4,anon797389185,anon797389185
6848,9,20,2090.0,3,2,1,0,0,15.4,anon541799304,anon541799304
6849,1,20,1160.0,0,2,1,0,0,0.4,anon797389185,anon797389185
6850,4,20,1868.0,1,2,1,0,0,5.4,anon241219415,anon241219415
6851,1,20,186.0,1,2,1,0,0,5.4,anon2302785458,anon2302785458
6852,2,20,1001.0,1,1,0,0,0,5.2,anon241219415,anon241219415
6853,2,20,516.0,1,1,0,0,0,5.2,anon797389185,anon797389185
6854,0,20,1783.0,0,1,0,0,0,0.2,anon2302785458,anon2302785458
6855,0,20,27.0,0,1,0,0,0,0.2,anon1615768681,anon1615768681
6856,0,20,126.0,0,2,1,0,0,0.4,anon931447554,anon931447554
6857,2,20,48.0,0,2,1,0,0,0.4,anon797389185,anon797389185
6858,0,20,168.0,1,2,1,0,0,5.4,anon1276539076,anon1276539076
6859,0,20,65.0,0,2,1,0,0,0.4,anon797389185,anon797389185
6860,0,20,75.0,0,2,1,0,0,0.4,anon1276539076,anon1276539076
6861,0,21,1860.0,0,6,5,0,0,1.2,anon797389185,anon797389185
6862,0,21,224.0,0,4,3,0,0,0.8,anon567906217,anon567906217
6863,0,21,2350.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6864,0,21,13.0,0,5,4,0,0,1.0,anon3719516189,anon3719516189
6865,0,21,108.0,0,6,5,1,0,6.2,anon1930002283,anon1930002283
6866,0,21,3010.0,2,6,5,0,0,11.2,anon797389185,anon797389185
6867,0,21,252.0,0,4,3,0,0,0.8,anon590875709,anon590875709
6868,0,21,1927.0,1,5,4,0,0,6.0,anon2302785458,anon2302785458
6869,0,21,38.0,0,6,5,0,0,1.2,anon125867087,anon125867087
6870,0,21,986.0,1,6,5,0,0,6.2,anon125867087,anon125867087
6871,0,21,511.0,0,5,4,0,0,1.0,anon360117346,anon360117346
6872,0,21,2732.0,1,5,4,0,0,6.0,anon3719516189,anon3719516189
6873,0,21,722.0,1,4,3,0,0,5.8,anon360117346,anon360117346
6874,0,21,1213.0,0,4,3,0,0,0.8,anon567906217,anon567906217
6875,0,21,6864.0,1,6,5,0,0,6.2,anon125867087,anon125867087
6876,0,21,1340.0,1,5,4,0,0,6.0,anon360117346,anon360117346
6877,0,21,346.0,0,6,5,0,0,1.2,anon125867087,anon125867087
6878,0,21,212.0,0,5,4,0,0,1.0,anon241219415,anon241219415
6879,0,21,386.0,0,6,5,0,0,1.2,anon797389185,anon797389185
6880,0,21,1819.0,1,6,5,0,0,6.2,anon832328067,anon832328067
6881,0,21,33.0,0,5,4,0,0,1.0,anon241219415,anon241219415
6882,0,2,13536.0,0,4,3,4,0,20.8,anon797389185,anon797389185
6883,0,2,200.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6884,0,4,2687.0,0,7,6,2,0,11.4,anon3719516189,anon3719516189
6885,0,4,4918.0,0,5,4,0,0,1.0,anon4040640257,anon4040640257
6886,0,4,121.0,1,3,2,0,0,5.6,anon1615768681,anon1615768681
6887,0,4,159.0,0,3,2,0,0,0.6,anon241219415,anon241219415
6888,0,2,666.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6889,0,2,1083.0,0,3,2,0,0,0.6,anon3719516189,anon3719516189
6890,10,13,8560.0,0,25,24,45,0,230.0,anon2893946740,anon2893946740
6891,5,13,1176.0,1,14,13,0,0,7.8,anon360117346,anon360117346
6892,1,13,654.0,0,15,14,0,0,3.0,anon2893946740,anon2893946740
6893,1,13,461.0,0,11,10,0,0,2.2,anon2302785458,anon2302785458
6894,2,13,485.0,0,12,11,0,0,2.4,anon590875709,anon590875709
6895,3,13,1222.0,1,9,8,0,0,6.8,anon2302785458,anon2302785458
6896,0,13,642.0,1,8,7,0,0,6.6,anon241219415,anon241219415
6897,5,13,2385.0,2,7,6,0,0,11.4,anon2302785458,anon2302785458
6898,1,13,606.0,0,8,7,0,0,1.6,anon360117346,anon360117346
6899,0,13,48.0,1,8,7,0,0,6.6,anon241219415,anon241219415
6900,0,13,62.0,1,7,6,0,0,6.4,anon360117346,anon360117346
6901,0,13,66.0,1,8,7,0,0,6.6,anon2302785458,anon2302785458
6902,1,13,585.0,0,8,7,0,0,1.6,anon590875709,anon590875709
6903,9,11,6724.0,0,4,3,246,0,1230.8,anon1059784218,anon1059784218
6904,3,11,760.0,1,3,2,0,0,5.6,anon360117346,anon360117346
6905,0,11,230.0,0,4,3,0,0,0.8,anon1059784218,anon1059784218
6906,2,11,527.0,1,3,2,0,0,5.6,anon241219415,anon241219415
6907,2,11,752.0,1,2,1,0,0,5.4,anon1059784218,anon1059784218
6908,0,11,161.0,0,2,1,1,0,5.4,anon360117346,anon360117346
6909,11,11,2948.0,0,3,2,0,0,0.6,anon147599227,anon147599227
6910,6,11,1909.0,0,3,2,0,0,0.6,anon1059784218,anon1059784218
6911,1,11,386.0,0,3,2,0,0,0.6,anon2751550348,anon2751550348
6912,0,11,35.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6913,1,11,228.0,0,2,1,1,0,5.4,anon797389185,anon797389185
6914,5,22,4758.0,0,4,3,6,0,30.8,anon3902277354,anon3902277354
6915,2,22,2110.0,0,5,4,0,0,1.0,anon360117346,anon360117346
6916,5,22,1605.0,1,4,3,0,0,5.8,anon2172891296,anon2172891296
6917,1,22,1478.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6918,4,22,1912.0,1,2,1,0,0,5.4,anon2302785458,anon2302785458
6919,0,22,792.0,1,2,1,0,0,5.4,anon360117346,anon360117346
6920,0,22,282.0,1,2,1,0,0,5.4,anon2302785458,anon2302785458
6921,0,22,110.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6922,5,22,1406.0,0,2,1,0,0,0.4,anon2172891296,anon2172891296
6923,0,22,70.0,0,2,1,0,0,0.4,anon241219415,anon241219415
6924,4,22,2302.0,2,2,1,0,0,10.4,anon784260977,anon784260977
6925,0,22,306.0,0,2,1,0,0,0.4,anon241219415,anon241219415
6926,7,22,3610.0,0,2,1,0,0,0.4,anon2302785458,anon2302785458
6927,3,22,1649.0,1,1,0,0,0,5.2,anon3902277354,anon3902277354
6928,0,22,1026.0,0,1,0,0,0,0.2,anon241219415,anon241219415
6929,4,22,2001.0,1,1,0,0,0,5.2,anon784260977,anon784260977
6930,1,22,1352.0,1,1,0,0,0,5.2,anon2302785458,anon2302785458
6931,3,22,477.0,1,2,1,0,0,5.4,anon241219415,anon241219415
6932,3,22,595.0,1,2,1,0,0,5.4,anon2302785458,anon2302785458
6933,0,22,917.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6934,6,22,3378.0,1,2,1,0,0,5.4,anon241219415,anon241219415
6935,2,22,1508.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6936,4,5,2129.0,0,2,1,2,0,10.4,anon3719516189,anon3719516189
6937,0,5,529.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6938,2,5,553.0,0,2,1,0,0,0.4,anon241219415,anon241219415
6939,2,5,944.0,0,2,1,0,0,0.4,anon125867087,anon125867087
6940,0,5,184.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6941,6,8,1687.0,0,2,1,2,0,10.4,anon1713166277,anon1713166277
6942,0,8,189.0,0,2,1,0,0,0.4,anon241219415,anon241219415
6943,3,8,22.0,0,2,1,0,0,0.4,anon1713166277,anon1713166277
6944,2,8,583.0,0,2,1,0,0,0.4,anon4013573458,anon4013573458
6945,1,8,332.0,1,1,0,0,0,5.2,anon1096169803,anon1096169803
6946,1,8,232.0,1,1,0,0,0,5.2,anon797389185,anon797389185
6947,0,8,122.0,0,1,0,0,0,0.2,anon1096169803,anon1096169803
6948,0,8,94.0,0,1,0,0,0,0.2,anon1096169803,anon1096169803
6949,13,25,4178.0,0,2,1,2,0,10.4,anon728050380,anon728050380
6950,0,25,191.0,0,2,1,0,0,0.4,anon241219415,anon241219415
6951,3,25,1975.0,1,2,1,0,0,5.4,anon728050380,anon728050380
6952,1,25,995.0,1,1,0,0,0,5.2,anon241219415,anon241219415
6953,0,25,371.0,0,1,0,0,0,0.2,anon728050380,anon728050380
6954,3,25,680.0,0,1,0,0,0,0.2,anon360117346,anon360117346
6955,6,25,734.0,1,1,0,0,0,5.2,anon728050380,anon728050380
6956,0,25,288.0,0,1,0,0,0,0.2,anon360117346,anon360117346
6957,9,25,2369.0,2,2,1,0,0,10.4,anon1930623384,anon1930623384
6958,1,25,604.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6959,3,25,980.0,0,1,0,0,0,0.2,anon728050380,anon728050380
6960,19,25,6887.0,1,2,1,0,0,5.4,anon1930623384,anon1930623384
6961,0,25,105.0,1,1,0,0,0,5.2,anon241219415,anon241219415
6962,5,25,754.0,1,1,0,0,0,5.2,anon2302785458,anon2302785458
6963,0,25,39.0,1,1,0,0,0,5.2,anon241219415,anon241219415
6964,0,25,54.0,1,1,0,1,0,10.2,anon2302785458,anon2302785458
6965,0,25,315.0,0,1,0,1,0,5.2,anon241219415,anon241219415
6966,11,25,2998.0,0,1,0,0,0,0.2,anon1930623384,anon1930623384
6967,8,25,3116.0,2,1,0,0,0,10.2,anon1930623384,anon1930623384
6968,2,25,596.0,0,1,0,0,0,0.2,anon2302785458,anon2302785458
6969,3,25,951.0,0,2,1,3,0,15.4,anon241219415,anon241219415
6970,1,25,1273.0,0,2,1,0,0,0.4,anon1930623384,anon1930623384
6971,0,25,163.0,0,2,1,0,0,0.4,anon1930623384,anon1930623384
6972,5,25,2140.0,0,2,1,0,0,0.4,anon1930623384,anon1930623384
6973,2,25,119.0,0,2,1,1,0,5.4,anon1930623384,anon1930623384
6974,0,3,1567.0,0,2,1,0,0,0.4,anon3719516189,anon3719516189
6975,0,3,637.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6976,0,3,1158.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6977,9,7,4388.0,0,3,2,5,0,25.6,anon1710601338,anon1710601338
6978,1,7,763.0,0,3,2,0,0,0.6,anon4013573458,anon4013573458
6979,0,7,148.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6980,0,7,534.0,0,2,1,0,0,0.4,anon1615768681,anon1615768681
6981,2,7,463.0,1,2,1,0,0,5.4,anon1710601338,anon1710601338
6982,1,7,189.0,0,2,1,0,0,0.4,anon360117346,anon360117346
6983,1,7,27.0,0,1,0,0,0,0.2,anon1710601338,anon1710601338
6984,0,1,3284.0,0,3,2,0,0,0.6,anon797389185,anon797389185
6985,0,2,771.0,0,3,2,0,0,0.6,anon360117346,anon360117346
