post_number,post_id,created_at,topic_id,reply_count,reads,readers_count,incoming_link_count,quote_count,like_count,score,reply_to_post_id,source_username,target_username,text
1,65989,2019-11-27T10:34:43.077Z,11953,0,12,11,1,0,0,7.4,65989,anon2087952815,anon2087952815,"**Znajdujemy w przełomowym momencie w dziejach historii: obserwujemy zanon1399613397ny klimatu, ekonomiczne nierówności, spadające zaufanie do Unii Europejskiej i wartości, jakie ona reprezentuje. Dobrobyt młodych i starszych wydaje się nie poprawiać znacznie, mimo, że podobno się bogacimy. Wielu z nas zanon605907832 się z bezrobociem, mobbingiem, innymi formami przemocy.<br/><br/> Pogłębia się też ideologiczna przepaść między nami - czy możemy rozmawiać i budować wspólne dobro ponad podziałami? Co umożliwiłoby dialog?<br/><br/> Jak radzi sobie Polska, po prawie trzech dekadach od końca PRL? Jak zmieniły nas te lata? Za jakimi wartościami stoimy? W jaką przyszłość wierzymy? Jak czują się dziś Polacy? Czym Ty się zajmujesz? Co Cię interesuje?**

Zajmuję się prawami zwierząt, feminizmem i klimatem. Na przestrzeni ostatnich lat, wiele się zmieniło w świadomości polek, gorzej z polakami. Niemniej tematy praw zwierząt czy zanon1399613397n klimatycznych są co raz powszechniej rozuanon1399613397ne. 

**Które tematy są Ci bliskie z programu naszego spotkania w No Problem, i dlaczego?**

Głównie prawa pracownicze, ponieważ nasza polityka od wielu lat tkwi w narracji neoliberalnej. Polepsza się życie bogatszych, a pogarsza tych ubogich. Podobnie jak tendencje światowe, polska polityka broni interesów tych, którzy już coś mają.



**Imię lub nickname:** Goja"
1,65746,2019-11-25T17:43:38.702Z,11907,0,10,9,14,0,0,102.0,65746,anon3506183486,anon3506183486,"Ahoj,

tenhle post píšu jako zamyšlení se nad panelovou diskuzi k hackathonu o dostupném bydlení, kterou jsem moderovala. Panelovou diskuzi jsme naplánovali na začátek hackathonu, a to tak, aby našim účastnicím a účastníkům umožnila se do problematiky trochu dostat, načerpat inspiraci a tak podobně.

V pátek 8.11. v podvečer jsme tedy touto panelovou diskuzí otevřely náš hackathon o dostupném bydlení. Měli jsme velkou radost a bylo pro nás ctí, že naše pozvání přijaly dve výborné panelistky a dva skvělí panelisté, a to:

Martin Freund - vystudovaný psycholog, občanský aktivista a bývalý brněnský zastupitel, který stojí za projekty Housing first a Rapid re-housing. V současné době se stále věnuje otázkám sociálního bydlení, a to jako pracovník bratislavského magistrátu;

Karolína Plášková -  architektka a urbanistka, dlouhodobě se zajímá o přesahy architektury a urbanismu a jejich vztah s oblastí společenských věd a umění;

Barbora Matysová - socioložka s celou řadou zájmů a zkušeností a s vhledem do odloučenych lokalit, mezi sociálně znevyhodněné skupiny lidí a taky do oblastí s dlouhodobě neuspokojivou dostupností bydlení;

Petr Kubala - který se zabývá socioekonomií bydlení na Sociologickém ústavu Akademie věd ČR, výzkumem bydlení mladých dospělých ve velkých městech v Česku v době krize dostupnosti bydlení a otázkám sociálních nerovností. V minulosti pracoval ve výzkumném týmu Rapid Re-housingu.

Feedback k panelové diskuzi byl všeobecně velmi pozitivní. A to jako od diváků panelové diskuze, tak i od účastnic a účastníků našeho hackathonu. Nejčastěji zmiňovaným pozitivem debaty byla její hloubka a šířka. To, že jsme mohli jít do hloubky a do šířky a že jsme mohli vynechat sáhodlouhé diskuze o tom jestli je bydlení právo nebo není, je zřejmě přímým důsledkem toho, že se tato debata odehrávala na poli konkrétní sociální bubliny. Díky složení panelu jsme mohli diskutovat i o úskalích čekajících na tu nebo onu sociální skupinu a taky jaká můžeme přinést řešení.

Tato panelová debata byla mojí první zkušeností s moderováním. Bylo skvělé mít možnost představit osobnosti, které účastníkům hackathonu poskytli informace. Mimo jiné jsem měla radost, že jsem mohla klást dotazy, které mne samotnou zajímaly a doplnili vědomosti nás všech a nejen účastníků hackathonu. Podle zpětné vazby, jsem situaci zvládla celkově obstojně, což je pro mne obrovským úspěchem. Doufám, že v budoucnu budu moct svoji zkušenost znovu uplatnit a moderovat debatu na podobně zajímavé, aktuální a důležité téma.

anon3506183486, moderátorka debaty"
2,65750,2019-11-25T18:08:35.370Z,11907,0,8,7,1,0,0,6.6,65746,anon3699376315,anon3506183486,"Johanko, diky moc za prispevek. muzu sem ofcialne potvrdil, ze jsi byla skvela a vedla sis moc dobre.
Panelisti byli/y skvely...a ty ses z toho ne...sesypala.Naopak, dokazalas vyuzit jejich potencial."
3,65828,2019-11-26T10:45:11.872Z,11907,0,8,7,1,0,0,6.6,65746,anon3699376315,anon3506183486,"Jeste bych rad pridal par fotek z panelovky! 
koukejte, koukejte...vy, co jste prisly-i, i ti, co jste neprisly-i!:slightly_smiling_face:
Krasne misto, plne entusiastickych, krasnych, aktivnich lidi. Kteri poslouchaji skvele povidani od erudovanych, socialne citicich expertu na problematiku socialniho/dostupneho bydleni.<image here> 
"
4,65986,2019-11-27T10:31:06.486Z,11907,0,4,3,1,0,0,5.8,65746,anon2688049416,anon3506183486,"Z toho, co tu slyšíme, tak to byla na první pokus dost dobrá práce s moderováním:) Je skvělé, že jste se potakli na společném poli, kde se pak skutečně debatovalo věcně. Přeju hodně takvých dalších debat!"
1,65253,2019-11-22T20:45:03.939Z,11754,0,6,5,2,0,0,41.2,65253,anon43813979,anon43813979,"Už to bude rok, co do našich životů vplul překvapivě rychle náš druhorozený a stále mu dlužím sepsání porodního příběhu. Zde tedy ve zkratce je!

Konec druhého těhotenství byl oproti tomu prvnímu, kdy jsem měla energie na rozdávání, poměrně náročný. Nicméně termín se blížil a my se moc těšili, že si zopakujeme krásný, až transcendentální, porod v Neratovicích s naší porodní asistentkou. Uvažovala jsem i o domácím porodu (a četla zahraniční články, studie, fakta), ale nějak jsem si do něj vědomě nakonec netroufla. Mnohokrát jsem ale vyslovila přání, spíše z legrace, že bych chtěla, aby byl porod tak rychlý, abych porodila doma. Z nemocnic mám tak trochu strach, hlavně když vím od mnohých kamarádek, s jakým despektem se občas k rodícím ženám v porodnicích chovají. A to sterilní prostředí a neosobní přístup mi zkrátka k porodu moc nesedí (i proto jsme si už poprvé zaplatili porodní asistentku a zvolili menší porodnici). To jsem ale netušila, jak může být myšlenka silná, nebo jak moc byl můj syn na mé myšlenky napojený.

Devět dní před termínem porodu jsem po uspání syna cítila slabé poslíčky. Okolo půl dvanácté jsem si napustila vanu a očekávala, že horká voda poslíčky rozežene.To se nestalo, slabé kontakce pokračovaly. Okolo půlnoci, když jsem vylezla z vany, mě porazila silná kontakce na kolena. V tu chvíli šel muž na WC, tak mu říkám, že se teda asi něco děje, ať zavolá porodní asistence a připraví věci na odjezd. Mysleli jsme si ale, že máme ještě dost času (první porod začal v podobný čas odtokem plodovky a porodila jsem za 13 hodin těsně před polednem, do porodnice jsme dorazili až dvě hodiny před velkým finálem). Zkoušela jsem volat tátovi, aby byl připravený, že je možné, že v noci ještě pojedeme (neřídíme, takže i poprvé nás vezl do Neratovic můj táta). Táta to ale nebral, musela ho jít vzbudit ségra, která bydlí v bytě vedle. Pak se zintenzivnily kontrakce a my se rozhodli, že už je čas jet. Zmobilizovali jsme i švagra, který bydlí kousek od nás a měl přijít pohlídat spícího syna. No a pak to začalo nabírat grády. Když mi muž přinesl oblečení, zjistila jsem, že už nezvládnu vstát. Ze záchodu jsem po čtyřech dolezla do (nově zrekonstuované :)) kuchyně (koupelna byla už moc daleko) a říkám, že už Neratovice nezvládnu. Nějak se v lehké panice rozhodlo, že zavoláme sanitku a pojedeme na Bulovku. Já polonahá na čtyřech hypnoporodně prodýchávám kontrakce a snažím se silou myšlenky porod zpomalit. Muž telefonuje s ženou ze záchranky, ta se pořád ptá, jak často mám kontrakce. Informace, že ""sakra pořád"" ji nějak neuspokojuje a ptá se zas a znovu. Křičim na muže, ať ji vypne, že ji nechci poslouchat. Muž mi strká pod nohy bílé ručníky (správně si vzpomíná na instrukce pro překotný porod z článku Aničky Kohoutové) . Strkám ty ručníky pryč, protože přece nebudu pak prát tu krev, že jo. Přetahujeme se o ručníky a pak to vzdávám. Cítím, že hlavička už leze porodními cestami. V tu chvíli přichází manželův bratr se psem, jde okolo mě do pokoje, kde spí syn. Asi ho i zdravím. Pes skočí na syna a probouzí ho, syn pláče. Přichází můj vykulený táta. Já fůrt na zemi u trouby s vyšpulenym zadkem, říkám tátovi, ať uklidní syna. Táta mizí za dveřmi. Přichází čtyři záchranáři, očividně zpruzení a v porodních záležitostech ne moc zběhlí. Dva chlapi, dvě ženský. Chlap říká: ""Půjdete po svejch, nebo vás máme odnést v křesle?"" Já říkám: ""Nikam nejdu, rodim, cítím už hlavičku."" Pak fůrt chtěli víc světla, muž jim ale neprozradil, kde máme vypínač (já měla stejně zavřený oči). Záchranář říká: ""Lehněte si na záda"". Já říkám: ""Nelehnu si na záda, takhle budu rodit, tělo to chce."" Můj muž celou dobu stál v uličce mezi záchranáři a mnou a krásně je zkrotil, když měl pocit, že zbytečně prudí, řekl jim něco v tom smyslu, že oni jsou záchranáři, že tady není co zachraňovat, ať mě laskavě nechají rodit, že vím, co dělám, že čtyři nasraný lidi fakt ničemu nepomůžou (byli asi zpruzený, že museli jít do čtvrtýho patra...). V tu chvíli jsem na něj byla moc pyšná, že vůbec nezazmatkoval a věřil mi. Říkám mu, že už leze hlavička, že za chvíli budu potřebovat pomoc s chycením. Muž se připravuje, hlavičku už cítím venku, říkám, že rotuje tělíčko a na další kontrakci chytáme. Záchranářka říká, ať honem tlačím, že se jinak to dítě udusí. Říkám, jí, že má kyslík z placenty a že se fakt neudusí. A pak na další kontrakci, v 01:21 chytáme našeho druhorozeného syna Valdemara. Je krásný, vůbec nebrečí. My jsme v šoku. Hned ho dávám na svou hruď a mluvím na něj, jsme vykulení a dojatí. Záchranáří mektaj něco o přestřižení pupečníku, já říkám, že přestřihovat nebudeme. Pak si chtěj vzít syna, aby ho zabalili pro přesun do porodnice. Říkám jím, ať nás zabalí spolu, že ho budu hřát svým vlastním tělem. Tak nás balí a jsme oba stříbrná vánočka :) Z pokoje taky vylézá švagr, táta s už klidným synem v náručí a pes (ten nám pak mimochodem pomohl uklidit zem). Přesouváme se na Bulovku, kde stále se synem na hrudi probíhá kontrola a porod placenty. Pupečník jsem dovolila přesřihnout, až když jsem si ověřila, že dotepal. Kontrola pediatrem proběhla na mém těle. Syna pak chtěli odvést na šestinedělí, abych si odpočala (jako by to šlo, haha). Asertivně jsem jim oznámila, že muž syna pohlídá, zatímco si dám sprchu. Koukali jak zjara, ale co na to mohli namítnout, ostatně muž je také zákonný zástupce a dítě má právo na jeho nepřetržitou přítomnost. No ráno po vizitě jsem podepsala revers (kupodivu bez problémů) a šli jsme po zhruba osmi hodinách domů, kde už jsme byli všichni čtyři pohromadě! (Ambulantní porod jsem měla domluvený i s porodní asistentkou, i s naší pediatričkou). Nebyl to porod úplně podle plánu, ale vlastně na něj ráda vzpomínám a jsem hrdá na to, jak jsme to zvládli! A musím říct, že i personál na Bulovce mě příjemně překvapil, že respektoval má, pro ně očividně ne moc obvyklá, přání a nedošlo k žádnému zastrašování, vyhrožování, které jsem očekávala."
2,65984,2019-11-27T10:26:32.555Z,11754,0,2,1,1,0,0,5.4,65253,anon2688049416,anon43813979,"Ahoj, díky moc za sdílení téhle velice silné osobní zkušenosti. Ty ses nakonec opravdu odrodila sama, moc gratuluju:) Přiznám se, že s obdobným příběhem jsem se ještě nesetkal. Osobně neznám nikoho, kdo by rodil takto sám, bez asistence, nebo mimo nemocnici. Bez ohledu na to, že jsi už jednou rodila, tak se mi tak z článku zdá, žes měla hodně hodně dobrou teoretickou prúpravu. Mohla by ses případně podělit o to, jak jsi tyhle znalosti načerpala? Já třeba vím jenom to, co znám z filmů (ehm), jelikož jsem mužskýho pohlaví tak jsem ve škole žádnej zásadní trénink nedostal - probíhá vlastně v rámci základního a středního vzdělávání příprava na těhotenství a porod pro holky?"
1,65197,2019-11-22T17:35:21.390Z,11743,0,8,7,1,0,0,36.6,65197,anon1251114344,anon1251114344,"*""Děláš si ze mě prdel?""*
Ta věta ze mě vystřelila hned, jak mi Renata zvedla telefon. Ona byla totiž ten ""dobráček"", který mi dohodil dnešní rande. Že prý super kluk, chytrý, milý, máme toho podle ní hodně společného. Ona by do něj určitě taky šla, ale délka jejich přátelství už přesáhla friend zónu. 
""*No já mu radila, ať ti to radši neříká na prvním rande.""*
*""To mi to jako měl říct až po svatbě?!!""* - Hlas se mi změnil v hysterický řev.
""Ale on je vážně hrozně fajn a -"" 
-""ON VĚŘÍ, ŽE ZEMĚ JE PLACATÁ!!!!!!!!!!!!!!"" - Skočila jsem Renatě do řeči, a radši si sedla, abych nedostala infarkt. Vždycky jsem o sobě smýšlela jako o nejtolerantnější bytosti na planetě. planetě, která má tvar koule. Teď jsem i já našla svůj limit.
.
.
*Zhruba před hodinou* 
.
""-.....A to není vůbec všechno! Proč myslíš, že se na obloze všechny hvězdy točí, až na jednu úplně nahoře? HA! To je ten střed projekce, která se otáčí dokola na té kopuli. Chápeš? Chápeš?!! A jak třeba vysvětlíš, že lety letadlem trvají tam i zpět stejný čas? Kdyby se země točila, musela bys být přece na místě určení jednou dřív a jednou později! Gravitace? Úplná blbost! A počkej, až ti řeknu o Ledové bariéře která zabraňuje vylití vody přes okraj země!""
""Víš, já už asi budu muset jít."" 
Nervózně jsem položila na rychlo vypitý šálek capuccina, a snažila se, aby se mi ruka moc neklepala. S poslední nadějí jsem se rozhlédla po kavárně, jestli někde neuvidím skryté kamery. Nebyly tam. 
.
.
Celou cestou domů jsem byla potichu. Můj mozek se pomalu vzpamatovával z dezinformačního šoku. Když jsem za sebou zabouchla dveře, trochu jsem se uklidnila a začala přemýšlet, jestli budu mít někdy odvahu jít znovu s někým na rande. Tohle se fakt může stát jenom mě. To už radši na rande s taxidermistou, sběratelem šlupek od banánů nebo fanouškem Bohemky. A nejdřív ze všeho si budu muset promluvit s Renatou.
.
.
PS: ( Příběh se skutečně stal a bohužel opravdu mě :D Ve skutečnosti nemám nic proti taxidermistům nebo sběratelům šlupek od banánů. Na zápase Bohemky jsem byla jenom jednou, ale to by bylo na další povídku  :D ) 

Už jste se někdy setkali s flat-earthistou?
Šli by jste s někým takovým na rande? 



https://www.youtube.com/watch?v=RywkkwO78m8"
2,65217,2019-11-22T18:19:54.657Z,11743,0,5,4,1,0,0,6.0,65197,anon2113238575,anon1251114344,"<image here> 

... zrejme nejakej vasnivej ctenar/hrac... jakym zpusobem se budes seznamovat priste, pres Renatu asi uz ne, co?!:)) Dej vedet, pridal bych se... ;)"
3,65983,2019-11-27T10:14:05.495Z,11743,0,2,1,1,0,0,5.4,65197,anon2688049416,anon1251114344,"Ahoj, a díky moc za příspěvek. No, je to mazec, s placatozemcem jsem se nikdy nesetkal (osobně, když jsem četl o dějinách 15 stol. tak jo:). Já bych si na férovku myslel, že mě někdo trolí a zkoušel bych to z toho člověka vymámit:) Jasně, měli bychom se kriticky vztahovat ke všemu našemu ""vědění"". Ledová bariéra je za mě top - až roztaje, tak budeme úplně v pytli..(i když to se vlastně stane asi tak jako tak, ale ta voda nám všechna alespoň přiteče a neodteče do vesmíru:). Nejšílenější na tom je, že ono je to zakřivení země vidět! Stačí zajet někam k moři (pokud nestačí rybník svět:-P) a pořádně se chvíli dívat, když je hladina klidná. Nebo si vyzkoušet řadu mentálních cvičení (pokud je volná kapacita a ochota). Ty lodě prostě do kopce neplujou.. 
http://www.smarterthanthat.com/astronomy/top-10-ways-to-know-the-earth-is-not-flat/"
1,65178,2019-11-22T15:48:28.199Z,11738,0,8,7,2,0,0,41.6,65178,anon673962034,anon673962034,"Zdravím,
Chtěl bych podotknout, že jsem veliký enthusiast do technologií, speciálně do IT. Vlastně tak moc, že i mezi svými tech pozitinvními kamarády jsem brán, jako že to občas s optimizmem přeháním.
Dalo by se říci, že jsem technologický extrémista.
Rád bych zde nadhodil myšlenku, zda je aktuální vývoj technologické úrovně společnosti dobrá věc, a jestli může existovat v tomto ohledu něco jako ""příliš"".
Například: 
Robotické řízení vozidel. Za mne, jsem absolutně pro, autonehody jsou jednou z velmi častých příčin předčasných úmrtí, a pro jednotlivce to má pozitivní stránku, že se nemusí namáhat s řízením, atp.
Setkávám se ale velmi často s názorem, že řízení vozidla má být právo jednotlivce. Že je to osobní prostor, a nemá být do tohoto prostoru tedy zasahováno. Nejspíše tedy nevadí zasahování do osobního prostoru různými částmi vozidla.

Vyměnili by jste své vozidlo za robotické, měli li by jste tuto možnost?

Hlavní příklad, u kterého se setkávám už s větším odporem (celkem pochopitelným) je můj názor na Čínského velkého bratra, neboť si nemyslím, že se jedná o tak špatnou věc. Aby nedošlo k omylu, Čínu moc rád nemám (je to takové horší Japonsko), ale systém kontrolující občany, ať už z důvodu dodržování pořádku, či rychlé pomoci v případě nutnosti, je dle mého názoru věc dobrá.
Slyšel jsem spoustu argumentů, hlavní protiargumenty se nejspíše dají rozdělit na: 

Je to zásah do soukromí - Není, takovýto systém se má vztahovat pouze na interakce na veřejnosti

Tento systém je využíván pro politické účely - Ano, dělala ho Šína, tak je pochopitelné, že si do toho natlačili politické hledikso, nicméně zde jde argumentovat stejně jako u dalšího bodu, a to

Takovýto systém použijí mocní k útlaku slabých - Ano, pokud se systém neimplementuje správně, s pravidly pro všechny stejnými.

Důvod, proč je možné velmi snadno zneužívat podobné systémy, je lidský faktor. Samotný systém je v tom nevinně. Jinými slovy, takováto aplikace se většinou pokazí na tom, že je automatizovaná příliš málo a příliš málo veřejně.

Přes všechny tyto vady, když si představíme ideálně fungující systém, který není zneužívaný, je špatné, aby byli lidé hodnocení nějakým sociálním kreditem? Nikoliv za politické postoje, ale za reálné skutky, které v životě dělají.

Mám za to, že v ne příliš vzdálené budoucnosti budeme muset jako národ, a asi i jako civilizace, rozhodnout, zda podobné systémy na sledování obyvatel budou a) veřejné, a snad i prospěšné pro jednotlivce, a také spravedlivé, a nebo za b) utajené, v rukou elity, která s tím bude nakládal dle své vůle, a jednotlivec nebude mít užitek žádný. Nemyslím, že by byla i možnost c - konec konců, už každý žijeme ve světě, kde máme každý své utajené sociální kredity, ať už na FB, Googlu, a podobných.
Každý máme svůj virtuální profil, s údaji o našich preferencích, dle kterých se nám nabízejí reklamy. Když se někoho zeptám, zda by byl ochotný zveřejnit tyto své údaje, které má aktuálně v držení korporace, či je alespoň předat do držení nějaké neutrální osobě (třeba státu), tak odpoví, že ne.
Toto si myslím,že je velmi nezdravý postoj, neboť v zájmu zachování svého soukromí, jehož existence je už tak sporná, vlkádáme někomu do rukou velmi velkou moc.
Navíc je v poslední době čím dál více patrné, že tyto korporace nejsou vůbec anon1492964592itické, jak se dříve tvářili. Proč tudíž takový odpor ke sledování státem, ale zároveň taková ochota nechat se sledovat koroporací? Protože ""Muh private company""?

Omezování osobního soukromí ve prospěch kolektivu je už dnes normou, a do budoucna nevidím příliš šanci na změnu. Vlak se soukromím jednotlivce ujel už tak dávno, že se mezitím stačil vrátit nákladem sibiřské oceli a ujel znovu.
Ale to není tak špatná zpráva, pokud by skutečně byli lidé proti, tak si nenechají toto soukromí odebrat dobrovolně a tak nadšeně. Vidím to velmi optimisticky, ale pouze s předpokladem, že se všichni přestanou chovat jako pokrytci."
2,65182,2019-11-22T16:11:23.862Z,11738,0,6,5,1,0,0,6.2,65178,anon2113238575,anon673962034,"Ahoj anon673962034e, díky moc za příspěvek! O automatizovaném ne/sledování se v Praze začíná rozbíhat debata, uvidíme, kterým směrem se to posune... Viz článek: 
https://ct24.ceskatelevize.cz/regiony/2982332-prazsti-policiste-oteviraji-diskusi-zda-vyzkouset-technologii-na-rozpoznavani"
3,65981,2019-11-27T10:02:53.672Z,11738,0,4,3,1,0,0,5.8,65178,anon2688049416,anon673962034,"Ahoj anon673962034e a díky za skvělý příspěvek! Já si myslím, že tady hrajou roli kulturně předávané historické zkušenosti. Bezpečnostní kamery, ať už otevřené, nebo skyrté, které kontroluje státní aparát, vyvolávají asociace na ""fízlování"", který je u nás natolik spojený s utlačovatelskými režimy, hlavně tím komunistickým. Ale není to jenom ten, i Gestapo si lidi fotilo a špiclování Čechů, kteří chtěj prostě jenom kecat u piva, je ostatně jedním z úvodních témat Švejka, který je tak trochu biblí český národní identity:). Lidem ale třeba nevadí, že koukají přímo do kamery při každém výběru z bankomatu, chápou bezpečnostní rozměr tohodle opatření. Takže jak říkáš, je paradox - tak nějak lidem, alespoň podvědomě pode mého  vadí, že každý rok vykazují státu do koruny kolik vydělali, ale to že, jejich banka mnoho ví i to, co nedeklarovali u daňovýho přiznání, kolik pěněz projedli a propili v který hospodě, je už tolik nebolí. Je to možná tím, že si díky reltavině krátké zkušenosti s kapitalismem korporaace pořád idealizujeme? A pak je zároveň rovnou démonizujeme? Možná by bylo lepší si uvědomit, že mají prostě nějaké cíle, motivace k jednání.. jinak ještě k té integraci technologií do lidské společnosti, je to filozofický problém, který stojí u základů  sci-fi jako žánru, a je dobře, že si modelujeme v představách ty negativní scénáře, jedná se v podstatě o filozofické zkoumání těhlech otázek. Třeba seriál [Black Mirror](https://www.imdb.com/title/tt2085059/) vlastně docela dobře vyjadřuje ducha naší doby v tomhle ohledu,"
1,65136,2019-11-22T12:18:24.613Z,11724,0,7,6,2,0,0,41.4,65136,anon2049139230,anon2049139230,"Mám kamaráda. Budeme mu pracovně říkat Evžen. Evžen, protože je to lovec žen. Jednou, před pár lety, mě Evžen pozval na svoji oslavu. Vždy jsem obdivoval, jak to umí s holkama. Tedy rozhodně lépe než já. Evžen je charismatický, chytrý a extrémně upovídaný.
Prostě to, co holky přitahuje. Na tu svoji oslavu pozval i svoji kamarádku. Bylo mi od začátku jasné, jaké s ní má Evžen úmysly. Večerní úmysly.
Krásná, sympatická mladá slečna. Říkal jsem si: ""...tak teď Evžen vytasí všechny svoje zbraně a zas bude mít vyhráno. Ale jednou se karta obrátila. Evžen nás seznámil a vše bylo jinak. 
Tentokrát Evžen ostrouhal. S tou krásnou, sympatickou a chytrou slečnou teď čekáme miminko. Byl to osud, ale Evžen tomu dost pomohl. Takže ještě jednou moc děkuju, Kubo (teda Evžene). :)
Potkali jste ve svým životě taky nějakýho Evžena, který vám nakonec byl nějak ""prospěšný"", byť to na začátku nevypadalo? ;)"
2,65140,2019-11-22T12:23:02.783Z,11724,0,5,4,1,0,0,21.0,65136,anon2113238575,anon2049139230,"Ahoj kamaráde, díky za pěknou povídačku... Jak tak přemýšlím, asi jsem žádnýho takovýho Evžena ještě nepotkal, neseznámíš nás, prosím? :) Každopádně když jste mi poslali do Kanady fotku, jak spolu v objetí sedíte u vás doma (a já o tom vůbec nevěděl), dojali jste mě, takže děkuju i já."
3,65980,2019-11-27T09:42:30.999Z,11724,0,1,0,1,0,0,5.2,65136,anon2688049416,anon2049139230,"Ahoj Evženův kamaráde:) Já mám pocit, že snad všechny slečny jsem potkal přes někoho - i když shodou okolností snad ani ne přes Evžena:-P. S mou manželkou jsem se ale poznal přes kamarádku, která má velmi podobné charakteristiky jako Evžen - ráda hodně povídá a lidi ji rádi hodně poslouchaj. Některý lidi na to maj talent a zároveň se kolem nich pak koncentrujou celkem fajn lidi, dovolím si tvrdit, že se to ukazuje i tady na platformě;)"
1,65064,2019-11-21T21:41:43.239Z,11713,0,8,7,2,0,0,26.6,65064,anon3950759159,anon3950759159,"
             „*Páteční podvečer*“. Pojem, který s dětmi ztrácí trochu svý kouzlo. Čas, který před několika lety věnujete zkrášlujícímu rituálu před velkým pátečním mejdanem, teď trávíte nejdřív nad odsávačkami, pak nad plínkami, krmením, uspáváním... Když se vším tímhle prokoušete, jste u stavění kostek na sebe a najednou šup, projektujete velkolepý díla typu hasičský stanice, nádraží nebo nemocnice pro zvířátka. V lepším případě je tu pak dětské hřiště a společnost matek a jejich pokladů, které bůhví proč vyvolávají konflikty s vaším už tak dost cholerickým dítětem. 


Tohle páteční odpoledne padla kostka na hřiště. Venku i v sedum hodin příjemný teplo, slunce nad Žižkovem zapadalo do červenorůžový peřiny, ptáci švitořili, a já s kamarádkou a našima dětma seděla na pískovišti a nechávala si zahrabávat bosý nohy do písku. Chvilku písek, chvilku klouzačka, pak zase písek, nějaký to běhání kolem hřiště, klouzačka, písek, houpačka. Jenže: Mami, houpej mě. Ok, posadit, drž se, a jedeme houpy houpy, kočka snědla....blablabla. 

Kamarádčin potomek pak dostává hlad. Čerstvej chleba koupenej cestou na hřiště. Máme na něj chuť všichni. Kapesní nožík od Ježíška, na kterej snad od prosince ještě nedošlo právě přichází do akce. Já stále houpy houpy, když v tom od lavičky au, jsem se asi řízla. Beru na vědomí, ale dál houpu. Asi nic hroznýho. Jenže on ten poprvý za sedm měsíců použitej nožík velikosti párátka byl dost vostrej. Periferně zahlídnu červenou zvětšující se skvrnu pod lavičkou. Do prdele, napadne mě. Okamžitě sundávám dítě z houpačky a běžím ke kamarádce, říkejme ji třeba El. Její obličej začíná šednout. Úměrně tomu se taky zvětšuje louže krve pod ní a ze stehna proudem teče jasně červená krev. Rozhlídni se. Reaguj. Rozmýšlej. Tři pravidla první pomoci, který jsou v mý paměti ještě čerstvý z kurzu, na kterým jsem byla asi před měsícem. Ufff. Zastav krvácení, komunikuj. Po tom, co vyplácám dvě balení kapesníku, rychlost jakou voda stýká do kaluže a hromady kapesníků je pořád stejná. Hrozný. Co teď? Hlavně klid! Mluv! Jak ti je? chceš si lehnout? Měly bychom to zaškrtit, jinak to nepřestane (jak víme, že zaškrcením to přestane crčet jako pramen Moravy pod Kralickým Sněžníkem?!!) Čím ale? Nemám čím, vysypu celej svůj batoh, vysypu celej její batoh, a pořád nemám ČÍM!! Tak já asi zavolám, co myslíš El? Nevolej, to dáme. Ok, kšandy na supr trupr wotrprůf novejch kalhotech za osm kil. Pojďte holky! Deset, devět, osm, sedm... Kapání přestává. El se vrací barva. Ale au! Tchýně zdravotní sestra v Motole. Vyfotit, poslat. Dírka na legínách a pod ní rána na dva stehy. Když pojedeš do nemocnice, dají ti tam dva stehy. Běžte domů, udělejte mašličku a nekrájejte chleba na koleni. Amen. 

P.S. Kurz první pomoci zážitkem „ZDrSem“ doporučuju všema deseti. Já absolvovala celodenní verzi plnou nácviků a simulací a jsem si jistá, že informace z něj mi hlavou neprotekly "
2,65065,2019-11-21T21:53:22.464Z,11713,0,6,5,3,0,0,16.2,65064,anon2113238575,anon3950759159,"Ahoj Lucko, fakt sila, dobre, ze si ty zaklady tak dobre pamatujes! Proc vas napadlo ""nevolej, to dame?"" Ja vas jako nezavislej pozorovatel videl, volam insta... Je neco spatne na ""zavolani""? Jakkoli: chleb+koleno=pruser :))"
3,65979,2019-11-27T09:37:28.388Z,11713,0,4,3,2,0,0,10.8,65064,anon2688049416,anon3950759159,"Ahoj, díky moc sa sdílení - to byla docela akční zkušenost! No hlavně teda jako gratulace k duchapřítomný reakci, ne vždycky se člověku pdaří. Já jsem absolvoval akorát KPR v Motole, něco si pamutuju, ale pak už mám jen velmi teoretickou průpravu v podobě testu za autoškoly:) Dělá ZDrSem i nějaké delší, průběžné kurzy? A na který konkrétně jsi šla ty?"
